logM,logN,logB
-20.45323869973335,NA,-9.06192036685791
-21.576581769659178,NA,-5.956290472100328
NA,NA,NA
NA,NA,NA
-18.90194756547681,NA,-4.141436169755951
-19.290565103012366,NA,-5.389533936617609
NA,NA,-6.4630694577206915
NA,NA,NA
-21.426463353359857,NA,-10.056638732030303
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
-21.18848094946035,NA,-6.1350578196641825
-19.86460421790889,NA,-8.329884093111243
-21.93728897712585,NA,-9.833961489887518
-22.633808842164434,NA,-8.18215054760462
-23.658844187680653,NA,-8.605478106283808
-20.41578113719845,NA,-8.886085319293562
-23.10489413728091,NA,-12.509884099911838
-23.10489413728091,NA,NA
-22.07419305422901,NA,-5.393573547810309
-22.95819228146664,NA,-10.455135170822373
-21.18848094946035,NA,-4.6448261938683775
NA,NA,NA
-20.540944280152456,NA,-6.328953300207052
-17.96960512459215,NA,-4.115688737092429
-16.664548452367463,15.586099448577237,-1.078191617106522
-17.96960512459215,NA,-5.568369104063682
-17.10695707566731,12.179133164370079,-4.927816443475968
-16.106661273332655,3.193352867637115,-12.915349208020002
-20.401182337777296,18.094204221510918,-2.3093287806274088
-20.192637585884242,14.23988172817544,-5.95328283506793
-15.492210697457542,11.744379032259406,-3.7478145040611186
NA,NA,-7.340848554207776
-16.308046234916766,13.778046938617138,-2.5299989993090324
NA,NA,-0.5656338602609858
NA,NA,-9.950579160069978
-18.2636769951427,13.010517633595853,-5.253152814593663
-16.696130024417762,13.0817999327905,-3.61432872284964
-16.255061506031478,9.059274429450848,-7.195837431455257
-16.308046234916766,12.59834990835308,-3.7096945938278565
-16.95974283983671,12.844459819065866,-4.1152842757558705
-18.2636769951427,12.977650920427626,-5.286033127714817
-18.2636769951427,6.8591530971429195,-11.399596779663225
-15.660670803919444,8.727350383804593,-6.9322529105825375
-17.737583899245923,15.58905694809477,-2.1499618648416576
-19.682989125291265,14.238470442786467,-5.444499876726118
-16.95927891034567,15.443387050157506,-1.5158920153343587
-22.763486665472964,17.11662397843774,-5.65000476897573
-19.40418022551997,13.393985150905795,-6.00913983878799
-19.93480847658214,9.220846983720007,-10.71541826908604
-16.766269465875535,12.496221959337326,-4.270048861437835
-20.90718867510734,17.921867903579454,-2.985700757877588
-16.756754646234196,14.864085314322681,-1.8926692375059546
-19.50835309258214,14.382753374600476,-5.1254066195082695
-19.595094746036757,12.922969555281224,-6.673157577622812
-10.24316492010629,NA,-12.969642290386664
NA,NA,-12.818561923072664
NA,NA,-13.009034692097325
NA,NA,-3.49394444904733
NA,NA,-10.66705719739262
NA,NA,-10.51597683007862
NA,NA,-10.70644959910328
NA,NA,-1.191358697742989
-15.320588455074132,4.655958352820196,-10.66705719739262
-17.125953576357965,6.342121418721152,-10.78537685769295
-14.668826490677041,3.9627161197436642,-10.70644959910328
-14.668826490677041,13.476998297909528,-1.191358697742989
-13.65850680915461,10.085788275779732,-3.5706556267316123
-15.434998806251876,5.108124915373513,-10.325082042574175
-15.237224864315426,9.200332459465223,-6.036880410638465
-17.74264720120247,4.906755163608864,-12.837184435170666
-26.16776571367253,NA,-3.5706556267316123
NA,NA,-10.325082042574175
NA,NA,-10.322037900192948
NA,NA,-10.855405462053435
-13.553146293496782,7.947568985940648,-5.605576491739851
-12.404523584254012,6.262483558663224,-6.142054905740483
-8.351678752938664,2.72785282839839,-5.622055033097949
-9.046469147241908,7.0920249369941075,-1.8596135607996278
-8.72798601543238,4.895598484107897,-3.8320479923535298
NA,NA,-1.8596135607996278
