interaction,flux,system
para_epbsim,4576.24494242625,EPB
para_epbsim,2219.92645937305,EPB
para_epbsim,67856.97282311424,EPB
para_epbsim,1840.5085826006457,EPB
para_epbsim,2224.9783214047293,EPB
para_epbsim,21201.825140031266,EPB
para_epbsim,23295.747554686917,EPB
para_epbsim,3969.0258423365526,EPB
para_epbsim,33062.24704864429,EPB
para_epbsim,8951.433512769561,EPB
para_epbsim,2270.9741503772993,EPB
para_epbsim,1902.4920067244248,EPB
para_epbsim,16858.736238337246,EPB
para_epbsim,1245.7925213888002,EPB
para_epbsim,2223.331829079032,EPB
para_epbsim,1835.2396776248818,EPB
para_epbsim,64919.31931314892,EPB
para_epbsim,190132.37302238715,EPB
para_epbsim,1284.1890084204697,EPB
para_epbsim,10576.622005142652,EPB
para_epbsim,63446.95894729486,EPB
para_epbsim,1243.4278525267443,EPB
para_epbsim,2602.398490964446,EPB
para_epbsim,2256.8601580665418,EPB
para_epbsim,2446.600747355144,EPB
para_epbsim,753.9823687649963,EPB
para_epbsim,13684.493359468184,EPB
para_epbsim,3375.44225153376,EPB
para_epbsim,20295.74894680461,EPB
para_epbsim,12260.801555966045,EPB
para_epbsim,899.7165075556416,EPB
para_epbsim,40632.39501251889,EPB
para_epbsim,2082.415369640809,EPB
para_epbsim,88000.11146869823,EPB
para_epbsim,6701.342053088692,EPB
para_epbsim,191990.03851676287,EPB
para_epbsim,31713.882311988116,EPB
para_epbsim,1376.9961168546977,EPB
para_epbsim,1030817.5866102312,EPB
